area,tecnologia,defecto,causa,division,proyecto,
BACKEND/ENSAMBLE FINAL,LAQUEADO,LACA EN AREA NO PERMITIDA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,MAL MANEJO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,PRUEBA DE INGENIERIA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,SET UP,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,LAQUEADO,UNIDAD CAIDA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,GOLDEN OBSOLETA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,PESTAÑAS DOBLADAS,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,SET UP,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD ABIERTA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD CAIDA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,CERRADO,UNIDAD GOLPEADA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,DAÑO POR FIXTURA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,EXCESO DE PRUEBAS,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,GOLDEN OBSOLETA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,KIT INCOMPLETO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PRUEBA DE INGENIERIA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SET UP,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SIN EVIDENCIA DE PIN,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CAIDA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD CORRUPTA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD GOLPEADA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,UNIDAD MAL COLOCADA EN FIXTURA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,DAÑO POR FIXTURA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,EXCESO DE PRUEBAS,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,GOLDEN OBSOLETA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,PROGRAMACION INCORRECTA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,PRUEBA DE INGENIERIA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,SIN EVIDENCIA DE PIN,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,SIN INTERLOCKING,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD CAIDA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD CORRUPTA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD GOLPEADA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD MAL COLOCADA EN FIXTURA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,ADICIONALES,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CANTO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE ARRANCADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE DE CABEZA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE EQUIVOCADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,COMPONENTE GIRADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CONTAMINACION,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,CORTOS,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DESPLAZADOS,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,DIAGNOSTICO EXHAUSTIVO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,FALTANTES,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,GOLDEN OBSOLETA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSERCION MANUAL INCOMPLETA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,INSUFICIENCIA SOLDADURA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,MATERIAL FUERA DE ESPECIFICACION,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,PIN ELEVADO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,POLARIDAD INVERTIDA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,TOMBSTONE,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD CAIDA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,DIAGNOSTICO,UNIDAD GOLPEADA,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
BACKEND/ENSAMBLE FINAL,OBSOLESCENCIA,MATERIAL OSBOLETO,PROVEDOR,B&S,NISSAN KEY FOB 5TH BUNDLE,
